OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
793,805,FS-1420587,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,100,12,BEW1,LIME CREEK,,,,,,2005,2453595.5,225,1325,1,Lightning,2453595.5,225,1540,0.1,A,48.6625,-114.8786111,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\x88\xd6\x17*;\xb8\\\xc0\xd8\xcc\xcc\xcc\xccTH@\x88\xd6\x17*;\xb8\\\xc0\xd8\xcc\xcc\xcc\xccTH@|\x01\x00\x00\x00\x88\xd6\x17*;\xb8\\\xc0\xd8\xcc\xcc\xcc\xccTH@\xfe'
794,806,FS-1420588,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,101,27,BEW1,PHEASANT SOUP,,,,,,2005,2453595.5,225,1310,1,Lightning,2453595.5,225,2130,0.1,A,48.78805556,-115.8222222,5,USFS,MT,53,53,Lincoln,"b'\x00\x01\xad\x10\x00\x00p<\xf2I\x9f\xf4\\\xc0\xc8\xd0,\x01\xdfdH@p<\xf2I\x9f\xf4\\\xc0\xc8\xd0,\x01\xdfdH@|\x01\x00\x00\x00p<\xf2I\x9f\xf4\\\xc0\xc8\xd0,\x01\xdfdH@\xfe'"
795,807,FS-1420589,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,102,3,BEW1,EAST FORK BLUE CREEK,,,,,,2005,2453595.5,225,2000,1,Lightning,2453597.5,227,1039,0.5,B,48.12638889,-115.9597222,5,USFS,MT,89,89,Sanders,b'\x00\x01\xad\x10\x00\x00<\t\xbf\x16l\xfd\\\xc0`\x90\xda\x82-\x10H@<\t\xbf\x16l\xfd\\\xc0`\x90\xda\x82-\x10H@|\x01\x00\x00\x00<\t\xbf\x16l\xfd\\\xc0`\x90\xda\x82-\x10H@\xfe'
796,808,FS-1420591,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,103,28,BEW1,COUGAR RIDGE,,,,,,2005,2453596.5,226,1345,1,Lightning,2453596.5,226,1930,0.1,A,48.62444444,-115.9863889,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\x00\xec\xdd\xfe \xff\\\xc0\x10\xfc\x9f\xcb\xedOH@\x00\xec\xdd\xfe \xff\\\xc0\x10\xfc\x9f\xcb\xedOH@|\x01\x00\x00\x00\x00\xec\xdd\xfe \xff\\\xc0\x10\xfc\x9f\xcb\xedOH@\xfe'
797,809,FS-1420592,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,104,48,BEW1,PURPLE HICKEY,,,,,,2005,2453596.5,226,1845,1,Lightning,2453597.5,227,1600,0.25,A,48.55555556,-115.315,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00X\x8f\xc2\xf5(\xd4\\\xc0\xd8\xa7\xd0q\x1cGH@X\x8f\xc2\xf5(\xd4\\\xc0\xd8\xa7\xd0q\x1cGH@|\x01\x00\x00\x00X\x8f\xc2\xf5(\xd4\\\xc0\xd8\xa7\xd0q\x1cGH@\xfe'
798,810,FS-1420593,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,105,14,B4BW,SHELDON CANYON,,,,,,2005,2453595.5,225,1030,4,Campfire,2453595.5,225,1100,0.1,A,48.91833333,-115.1666667,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xec>\xae\xaa\xaa\xca\\\xc0\xa8\x96Q\xf2\x8buH@\xec>\xae\xaa\xaa\xca\\\xc0\xa8\x96Q\xf2\x8buH@|\x01\x00\x00\x00\xec>\xae\xaa\xaa\xca\\\xc0\xa8\x96Q\xf2\x8buH@\xfe'
799,811,FS-1420594,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,48,5-018,BE0W,399,,,,,,2005,2453573.5,203,900,1,Lightning,2453574.5,204,830,0.1,A,44.65305556,-121.5902778,5,USFS,OR,31,31,Jefferson,b'\x00\x01\xad\x10\x00\x00\xf0)t\x1c\xc7e^\xc0\xe8U\x18S\x97SF@\xf0)t\x1c\xc7e^\xc0\xe8U\x18S\x97SF@|\x01\x00\x00\x00\xf0)t\x1c\xc7e^\xc0\xe8U\x18S\x97SF@\xfe'
800,812,FS-1420601,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,50,2-004,B1WV,414,,,,,,2005,2453575.5,205,1610,3,Smoking,2453575.5,205,1730,0.1,A,43.60583333,-122.0055556,5,USFS,OR,35,35,Klamath,b'\x00\x01\xad\x10\x00\x00\xb0 \xb5\x05[\x80^\xc0\xa8\x96Q\xf2\x8b\xcdE@\xb0 \xb5\x05[\x80^\xc0\xa8\x96Q\xf2\x8b\xcdE@|\x01\x00\x00\x00\xb0 \xb5\x05[\x80^\xc0\xa8\x96Q\xf2\x8b\xcdE@\xfe'
801,813,FS-1420606,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,46,19,BE0P,SNOW,,,,,,2005,2453589.5,219,1530,1,Lightning,2453591.5,221,600,0.1,A,35.94722222,-118.2905556,5,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xbc\xf7Xv\x98\x92]\xc0\xf0x\xe4\x93>\xf9A@\xbc\xf7Xv\x98\x92]\xc0\xf0x\xe4\x93>\xf9A@|\x01\x00\x00\x00\xbc\xf7Xv\x98\x92]\xc0\xf0x\xe4\x93>\xf9A@\xfe'
802,814,FS-1420607,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,44,17,BE0P,DEAD,,,,,,2005,2453589.5,219,1210,1,Lightning,2453590.5,220,1500,0.1,A,36.05361111,-118.1933333,5,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe8d\xc2\x92_\x8c]\xc0\x88\x13\x96\xba\xdc\x06B@\xe8d\xc2\x92_\x8c]\xc0\x88\x13\x96\xba\xdc\x06B@|\x01\x00\x00\x00\xe8d\xc2\x92_\x8c]\xc0\x88\x13\x96\xba\xdc\x06B@\xfe'
803,815,FS-1420609,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,607,Ochoco National Forest,17,1-013,B2PC,439,,,,,,2005,2453582.5,212,1322,4,Campfire,2453582.5,212,1456,0.1,A,44.43222222,-120.3252778,5,USFS,OR,13,13,Crook,b'\x00\x01\xad\x10\x00\x00\xc8\xcd\xe4Y\xd1\x14^\xc0\x98\xc0\xc5\x0eS7F@\xc8\xcd\xe4Y\xd1\x14^\xc0\x98\xc0\xc5\x0eS7F@|\x01\x00\x00\x00\xc8\xcd\xe4Y\xd1\x14^\xc0\x98\xc0\xc5\x0eS7F@\xfe'
804,816,FS-1420612,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,162,56,BEX9,PAPO,,,,,,2005,2453573.5,203,1108,1,Lightning,2453573.5,203,1800,2,B,35.27027778,-111.7108333,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00lP\x14K~\xed[\xc0\xc8\xf7Xv\x98\xa2A@lP\x14K~\xed[\xc0\xc8\xf7Xv\x98\xa2A@|\x01\x00\x00\x00lP\x14K~\xed[\xc0\xc8\xf7Xv\x98\xa2A@\xfe'
805,817,FS-1420614,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,163,57,BEX9,PAIN,,,,,,2005,2453573.5,203,1203,1,Lightning,2453573.5,203,2030,0.1,A,35.2575,-111.6911111,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\x88\xd6\x17*;\xec[\xc00\\\x8f\xc2\xf5\xa0A@\x88\xd6\x17*;\xec[\xc00\\\x8f\xc2\xf5\xa0A@|\x01\x00\x00\x00\x88\xd6\x17*;\xec[\xc00\\\x8f\xc2\xf5\xa0A@\xfe'
806,818,FS-1420616,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,59,1-034,BE0W,445,,,,,,2005,2453582.5,212,1830,1,Lightning,2453583.5,213,1155,0.2,A,43.7925,-121.0597222,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\xa4o%}\xd2C^\xc0H\n\xd7\xa3p\xe5E@\xa4o%}\xd2C^\xc0H\n\xd7\xa3p\xe5E@|\x01\x00\x00\x00\xa4o%}\xd2C^\xc0H\n\xd7\xa3p\xe5E@\xfe'
807,819,FS-1420617,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,45,18,BE0P,LOST,,,,,,2005,2453589.5,219,1450,1,Lightning,2453590.5,220,600,0.1,A,36.04888889,-118.1547222,5,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00P\xb7\x06\xf8\xe6\x89]\xc0\x10\xd8\xbb\xfdA\x06B@P\xb7\x06\xf8\xe6\x89]\xc0\x10\xd8\xbb\xfdA\x06B@|\x01\x00\x00\x00P\xb7\x06\xf8\xe6\x89]\xc0\x10\xd8\xbb\xfdA\x06B@\xfe'
808,820,FS-1420618,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,25,303,BE0X,COLD  192,,,,,,2005,2453588.5,218,1300,1,Lightning,2453588.5,218,1700,0.2,A,42.59222222,-120.9002778,5,USFS,OR,37,37,Lake,b'\x00\x01\xad\x10\x00\x00\x94\x9a\xb1&\x9e9^\xc0\xb0n\r\xf0\xcdKE@\x94\x9a\xb1&\x9e9^\xc0\xb0n\r\xf0\xcdKE@|\x01\x00\x00\x00\x94\x9a\xb1&\x9e9^\xc0\xb0n\r\xf0\xcdKE@\xfe'
809,821,FS-1420619,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,60,1-035,BE0W,446,,,,,,2005,2453582.5,212,1833,1,Lightning,2453583.5,213,1758,5.1,B,43.77916667,-120.9577778,5,USFS,OR,17,17,Deschutes,"b'\x00\x01\xad\x10\x00\x00\xdc{,;L=^\xc0H\xe4\xc2\xbb\xbb\xe3E@\xdc{,;L=^\xc0H\xe4\xc2\xbb\xbb\xe3E@|\x01\x00\x00\x00\xdc{,;L=^\xc0H\xe4\xc2\xbb\xbb\xe3E@\xfe'"
810,822,FS-1420621,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,304,Coconino National Forest,172,58,BEX9,ANTELOPE,,,,,,2005,2453574.5,204,1253,1,Lightning,2453574.5,204,1430,0.1,A,35.575,-111.5125,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xcc\xe0[\xc0\xa0\x99\x99\x99\x99\xc9A@\xcc\xcc\xcc\xcc\xcc\xe0[\xc0\xa0\x99\x99\x99\x99\xc9A@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xcc\xe0[\xc0\xa0\x99\x99\x99\x99\xc9A@\xfe'
