OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
417,424,FS-1419783,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,75,17,BEX6,RESERVATION,,,,,,2005,2453557.5,187,1443,4,Campfire,2453557.5,187,1559,0.1,A,33.83388889,-109.4944444,5,USFS,AZ,1,1,Apache,b'\x00\x01\xad\x10\x00\x00H\xdfJ\xfa\xa4_[\xc0 \x86\x03\xdf\xbc\xea@@H\xdfJ\xfa\xa4_[\xc0 \x86\x03\xdf\xbc\xea@@|\x01\x00\x00\x00H\xdfJ\xfa\xa4_[\xc0 \x86\x03\xdf\xbc\xea@@\xfe'
418,425,FS-1419784,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,83,18,BEX6,GREENS,,,,,,2005,2453561.5,191,930,4,Campfire,2453561.5,191,1000,0.1,A,34.11083333,-109.5630556,5,USFS,AZ,1,1,Apache,b'\x00\x01\xad\x10\x00\x00\xf8\x010\x1a\td[\xc0\x18\xd4[\xc9/\x0eA@\xf8\x010\x1a\td[\xc0\x18\xd4[\xc9/\x0eA@|\x01\x00\x00\x00\xf8\x010\x1a\td[\xc0\x18\xd4[\xc9/\x0eA@\xfe'
419,426,FS-1419785,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,42,715,B2BD,HOBO,,,,,,2005,2453579.5,209,1200,1,Lightning,2453579.5,209,1336,0.1,A,39.06666667,-119.8111111,5,USFS,NV,5,5,Douglas,b'\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9\xf3]\xc0\x18\xb1\x8f\x88\x88\x88C@\xd0\xb7\x92>\xe9\xf3]\xc0\x18\xb1\x8f\x88\x88\x88C@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9\xf3]\xc0\x18\xb1\x8f\x88\x88\x88C@\xfe'
420,427,FS-1419786,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,23,5,BS55,VISTA,,,,,,2005,2453519.5,149,1455,5,Debris Burning,2453519.5,149,2000,1,B,48.49722222,-115.9222222,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xd8\xa2X\xb0\x05\xfb\\\xc0P\xdfJ\xfa\xa4?H@\xd8\xa2X\xb0\x05\xfb\\\xc0P\xdfJ\xfa\xa4?H@|\x01\x00\x00\x00\xd8\xa2X\xb0\x05\xfb\\\xc0P\xdfJ\xfa\xa4?H@\xfe'
421,428,FS-1419788,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,24,6,BTS9,KEYSTONE,,,,,,2005,2453525.5,155,1255,4,Campfire,2453525.5,155,1500,0.1,A,48.53888889,-115.9347222,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xa4o%}\xd2\xfb\\\xc00]\xa7O\xfaDH@\xa4o%}\xd2\xfb\\\xc00]\xa7O\xfaDH@|\x01\x00\x00\x00\xa4o%}\xd2\xfb\\\xc00]\xa7O\xfaDH@\xfe'
422,429,FS-1419789,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,43,717,B2DH,SCHOOLHOUSE,,,,,,2005,2453579.5,209,1430,1,Lightning,2453579.5,209,1530,0.1,A,39.01972222,-119.8625,5,USFS,NV,5,5,Douglas,b'\x00\x01\xad\x10\x00\x0003333\xf7]\xc0\xd0\xf3\xf8A\x86\x82C@03333\xf7]\xc0\xd0\xf3\xf8A\x86\x82C@|\x01\x00\x00\x0003333\xf7]\xc0\xd0\xf3\xf8A\x86\x82C@\xfe'
423,430,FS-1419790,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,8,4,BSB5,WILLOW CREEK,,,,,,2005,2453510.5,140,2030,4,Campfire,2453510.5,140,2115,0.1,A,43.8125,-103.5930556,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00L\xbaN\x9f\xf4\xe5Y\xc0\x08\x00\x00\x00\x00\xe8E@L\xbaN\x9f\xf4\xe5Y\xc0\x08\x00\x00\x00\x00\xe8E@|\x01\x00\x00\x00L\xbaN\x9f\xf4\xe5Y\xc0\x08\x00\x00\x00\x00\xe8E@\xfe'
424,431,FS-1419791,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,107,19,B0CK,TRUCK,,,,,,2005,2453566.5,196,1500,2,Equipment Use,2453566.5,196,1830,0.1,A,33.83388889,-109.4858333,5,USFS,AZ,1,1,Apache,b'\x00\x01\xad\x10\x00\x00\x08\xea\xad\xe4\x17_[\xc0 \x86\x03\xdf\xbc\xea@@\x08\xea\xad\xe4\x17_[\xc0 \x86\x03\xdf\xbc\xea@@|\x01\x00\x00\x00\x08\xea\xad\xe4\x17_[\xc0 \x86\x03\xdf\xbc\xea@@\xfe'
425,432,FS-1419792,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,32,7,BEW1,YAAK HILL,,,,,,2005,2453544.5,174,1800,1,Lightning,2453545.5,175,130,0.2,A,48.56083333,-115.9113889,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x004\x1f\x112T\xfa\\\xc0\xb0m\xf5b\xc9GH@4\x1f\x112T\xfa\\\xc0\xb0m\xf5b\xc9GH@|\x01\x00\x00\x004\x1f\x112T\xfa\\\xc0\xb0m\xf5b\xc9GH@\xfe'
426,433,FS-1419795,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,207,Nebraska National Forest,11,4,BEW8,CORRAL,,,,,,2005,2453582.5,212,1000,1,Lightning,2453582.5,212,1400,0.9,B,43.72666667,-102.7627778,5,USFS,SD,103,103,Pennington,b'\x00\x01\xad\x10\x00\x00\xc8\xcd\xe4Y\xd1\xb0Y\xc0(_\xd7i\x03\xddE@\xc8\xcd\xe4Y\xd1\xb0Y\xc0(_\xd7i\x03\xddE@|\x01\x00\x00\x00\xc8\xcd\xe4Y\xd1\xb0Y\xc0(_\xd7i\x03\xddE@\xfe'
427,434,FS-1419799,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,302,Carson National Forest,331,331,F331,MAESTAS,,,,,,2005,2453584.5,214,1150,1,Lightning,2453584.5,214,1330,0.1,A,36.81472222,-107.2166667,5,USFS,NM,39,39,Rio Arriba,b'\x00\x01\xad\x10\x00\x00\x1cr\xe1\xdd\xdd\xcdZ\xc0\xc8\x1cU\xd1HhB@\x1cr\xe1\xdd\xdd\xcdZ\xc0\xc8\x1cU\xd1HhB@|\x01\x00\x00\x00\x1cr\xe1\xdd\xdd\xcdZ\xc0\xc8\x1cU\xd1HhB@\xfe'
428,435,FS-1419803,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,9,5,BS4G,CALAMITY,,,,,,2005,2453518.5,148,1900,4,Campfire,2453518.5,148,1945,0.1,A,43.78888889,-103.5277778,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xf0)t\x1c\xc7\xe1Y\xc00]\xa7O\xfa\xe4E@\xf0)t\x1c\xc7\xe1Y\xc00]\xa7O\xfa\xe4E@|\x01\x00\x00\x00\xf0)t\x1c\xc7\xe1Y\xc00]\xa7O\xfa\xe4E@\xfe'
429,436,FS-1419804,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,36,8,BXR8,KEELER RATTLE PIT,,,,,,2005,2453553.5,183,1500,4,Campfire,2453553.5,183,1525,0.1,A,48.35555556,-115.8694444,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00H\xdfJ\xfa\xa4\xf7\\\xc08\x0e7\xd8\x82-H@H\xdfJ\xfa\xa4\xf7\\\xc08\x0e7\xd8\x82-H@|\x01\x00\x00\x00H\xdfJ\xfa\xa4\xf7\\\xc08\x0e7\xd8\x82-H@\xfe'
430,437,FS-1419806,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,37,9,BYD8,LYNX CREEK FLATS,,,,,,2005,2453554.5,184,1110,4,Campfire,2453554.5,184,1130,0.1,A,48.48222222,-115.8572222,5,USFS,MT,53,53,Lincoln,"b""\x00\x01\xad\x10\x00\x00|\x13\x96\xba\xdc\xf6\\\xc0\x00',u\xb9=H@|\x13\x96\xba\xdc\xf6\\\xc0\x00',u\xb9=H@|\x01\x00\x00\x00|\x13\x96\xba\xdc\xf6\\\xc0\x00',u\xb9=H@\xfe"""
431,438,FS-1419808,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,171,50,BEX6,CHELSEA,,,,,,2005,2453575.5,205,2034,1,Lightning,2453575.5,205,2310,0.1,A,34.33611111,-110.7330556,5,USFS,AZ,17,17,Navajo,b'\x00\x01\xad\x10\x00\x00t\x16\xdea\xea\xae[\xc0\xe0\xa2X\xb0\x05+A@t\x16\xdea\xea\xae[\xc0\xe0\xa2X\xb0\x05+A@|\x01\x00\x00\x00t\x16\xdea\xea\xae[\xc0\xe0\xa2X\xb0\x05+A@\xfe'
432,439,FS-1419811,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,10,7,4EW6,IRON MOUNTAIN,,,,,,2005,2453523.5,153,1315,1,Lightning,2453523.5,153,1900,0.25,A,43.85555556,-103.4166667,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xec>\xae\xaa\xaa\xdaY\xc08\x0e7\xd8\x82\xedE@\xec>\xae\xaa\xaa\xdaY\xc08\x0e7\xd8\x82\xedE@|\x01\x00\x00\x00\xec>\xae\xaa\xaa\xdaY\xc08\x0e7\xd8\x82\xedE@\xfe'
433,440,FS-1419813,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,41,10,BYE3,RATTLE GROUSE TURNOU,,,,,,2005,2453555.5,185,1110,4,Campfire,2453555.5,185,1145,0.1,A,48.35138889,-115.89,5,USFS,MT,53,53,Lincoln,"b'\x00\x01\xad\x10\x00\x00(\\\x8f\xc2\xf5\xf8\\\xc00]\xa7O\xfa,H@(\\\x8f\xc2\xf5\xf8\\\xc00]\xa7O\xfa,H@|\x01\x00\x00\x00(\\\x8f\xc2\xf5\xf8\\\xc00]\xa7O\xfa,H@\xfe'"
434,441,FS-1419814,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,42,11,BYE4,SHANNON FLATS,,,,,,2005,2453555.5,185,1720,9,Miscellaneous,2453555.5,185,1810,0.5,B,48.43333333,-115.8466667,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xd8\x90f\xc9/\xf6\\\xc0\xf8Npww7H@\xd8\x90f\xc9/\xf6\\\xc0\xf8Npww7H@|\x01\x00\x00\x00\xd8\x90f\xc9/\xf6\\\xc0\xf8Npww7H@\xfe'
435,442,FS-1419815,FED,FS-FIRESTAT,FS,USFLFNF,National Forests in Florida,805,National Forests in Florida,11,4,BG1Q,REDWATER,,,,,,2005,2453410.5,40,1228,9,Miscellaneous,2453410.5,40,1301,0.1,A,29.18805556,-81.88861111,5,USFS,FL,,,,"b'\x00\x01\xad\x10\x00\x00\xf8\x13""\x01\xdfxT\xc0\x00\x08\xc0h$0=@\xf8\x13""\x01\xdfxT\xc0\x00\x08\xc0h$0=@|\x01\x00\x00\x00\xf8\x13""\x01\xdfxT\xc0\x00\x08\xc0h$0=@\xfe'"
436,443,FS-1419816,FED,FS-FIRESTAT,FS,USSCFMF,Francis Marion & Sumter National Forests,812,Francis Marion-Sumter National Forest,23,3,BK82,POWER LINE,,,,,,2005,2453440.5,70,1510,9,Miscellaneous,2453440.5,70,1517,0.25,A,34.41916667,-81.57805556,5,USFS,SC,71,71,Newberry,b'\x00\x01\xad\x10\x00\x00 ^\xbf\xdc\xfedT\xc0\x98\x9c\xe1@\xa75A@ ^\xbf\xdc\xfedT\xc0\x98\x9c\xe1@\xa75A@|\x01\x00\x00\x00 ^\xbf\xdc\xfedT\xc0\x98\x9c\xe1@\xa75A@\xfe'
437,444,FS-1419824,FED,FS-FIRESTAT,FS,USSCFMF,Francis Marion & Sumter National Forests,812,Francis Marion-Sumter National Forest,12,1,BKC0,FRIDAY,,,,,,2005,2453412.5,42,1600,5,Debris Burning,2453412.5,42,1740,1.55,B,34.41805556,-81.50916667,5,USFS,SC,71,71,Newberry,b'\x00\x01\xad\x10\x00\x00<\xf7\xcc/\x96`T\xc08\x0e7\xd8\x825A@<\xf7\xcc/\x96`T\xc08\x0e7\xd8\x825A@|\x01\x00\x00\x00<\xf7\xcc/\x96`T\xc08\x0e7\xd8\x825A@\xfe'
438,445,FS-1419825,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,24,3,13S7,TERERRO,,,,,,2005,2453521.5,151,1730,4,Campfire,2453521.5,151,1815,0.1,A,35.75777778,-105.6619444,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00hd6L]jZ\xc0(^\xbf\xdc\xfe\xe0A@hd6L]jZ\xc0(^\xbf\xdc\xfe\xe0A@|\x01\x00\x00\x00hd6L]jZ\xc0(^\xbf\xdc\xfe\xe0A@\xfe'
439,446,FS-1419827,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,25,4,BTJ6,MORNING,,,,,,2005,2453525.5,155,945,4,Campfire,2453525.5,155,1000,0.1,A,35.67361111,-105.4555556,5,USFS,NM,47,47,San Miguel,"b""\x00\x01\xad\x10\x00\x00|\xed\x81\xd2']Z\xc0\x10\xd6\x8b\xe38\xd6A@|\xed\x81\xd2']Z\xc0\x10\xd6\x8b\xe38\xd6A@|\x01\x00\x00\x00|\xed\x81\xd2']Z\xc0\x10\xd6\x8b\xe38\xd6A@\xfe"""
440,447,FS-1419828,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,26,5,BTK0,DAVIS,,,,,,2005,2453525.5,155,1430,4,Campfire,2453525.5,155,1500,0.1,A,35.77,-105.6619444,5,USFS,NM,47,47,San Miguel,b'\x00\x01\xad\x10\x00\x00hd6L]jZ\xc0\xc8\xf5(\\\x8f\xe2A@hd6L]jZ\xc0\xc8\xf5(\\\x8f\xe2A@|\x01\x00\x00\x00hd6L]jZ\xc0\xc8\xf5(\\\x8f\xe2A@\xfe'
441,448,FS-1419829,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,47,12,BZF9,KOOTENAI VISTA,,,,,,2005,2453559.5,189,1545,5,Debris Burning,2453559.5,189,1550,0.3,B,48.49694444,-115.9186111,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00L\xcc@\x86\xca\xfa\\\xc0X\xdd\x1a\xe0\x9b?H@L\xcc@\x86\xca\xfa\\\xc0X\xdd\x1a\xe0\x9b?H@|\x01\x00\x00\x00L\xcc@\x86\xca\xfa\\\xc0X\xdd\x1a\xe0\x9b?H@\xfe'
442,449,FS-1419833,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,30,6,BEY5,HARTMAN,,,,,,2005,2453532.5,162,1325,1,Lightning,2453533.5,163,1300,0.5,B,35.54361111,-105.5013889,5,USFS,NM,47,47,San Miguel,"b'\x00\x01\xad\x10\x00\x00,Hm\xc1\x16`Z\xc0\xa0\x98\x81\x0c\x95\xc5A@,Hm\xc1\x16`Z\xc0\xa0\x98\x81\x0c\x95\xc5A@|\x01\x00\x00\x00,Hm\xc1\x16`Z\xc0\xa0\x98\x81\x0c\x95\xc5A@\xfe'"
443,450,FS-1419834,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,11,8,BTR0,BISMARK,,,,,,2005,2453526.5,156,1415,4,Campfire,2453526.5,156,1445,0.1,A,43.77444444,-103.5069444,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\x18\xac\x17\xc7q\xe0Y\xc0@/\xd3\xfe \xe3E@\x18\xac\x17\xc7q\xe0Y\xc0@/\xd3\xfe \xe3E@|\x01\x00\x00\x00\x18\xac\x17\xc7q\xe0Y\xc0@/\xd3\xfe \xe3E@\xfe'
444,451,FS-1419837,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,51,13,BZ54,EASTSIDE #2,,,,,,2005,2453563.5,193,1220,4,Campfire,2453563.5,193,2100,0.1,A,48.53777778,-115.9347222,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xa4o%}\xd2\xfb\\\xc0\xd0\xce\xfc\xe6\xd5DH@\xa4o%}\xd2\xfb\\\xc0\xd0\xce\xfc\xe6\xd5DH@|\x01\x00\x00\x00\xa4o%}\xd2\xfb\\\xc0\xd0\xce\xfc\xe6\xd5DH@\xfe'
445,452,FS-1419842,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,12,9,BTR1,WABASH,,,,,,2005,2453526.5,156,1630,4,Campfire,2453526.5,156,1705,0.1,A,43.7575,-103.6888889,5,USFS,SD,33,33,Custer,"b'\x00\x01\xad\x10\x00\x00,Hm\xc1\x16\xecY\xc00\\\x8f\xc2\xf5\xe0E@,Hm\xc1\x16\xecY\xc00\\\x8f\xc2\xf5\xe0E@|\x01\x00\x00\x00,Hm\xc1\x16\xecY\xc00\\\x8f\xc2\xf5\xe0E@\xfe'"
446,453,FS-1419844,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,212,Pike San Isabel National Forest,9,2,BR31,HAMMER,,,,,,2005,2453508.5,138,1543,5,Debris Burning,2453508.5,138,1655,0.1,A,38.88916667,-105.41,5,USFS,CO,,,,b'\x00\x01\xad\x10\x00\x00\x08\xd7\xa3p=ZZ\xc0\xf8+\xa46\xd0qC@\x08\xd7\xa3p=ZZ\xc0\xf8+\xa46\xd0qC@|\x01\x00\x00\x00\x08\xd7\xa3p=ZZ\xc0\xf8+\xa46\xd0qC@\xfe'
447,454,FS-1419848,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,212,Pike San Isabel National Forest,10,3,BR96,RIMROCK,,,,,,2005,2453513.5,143,1609,9,Miscellaneous,2453513.5,143,1748,0.1,A,38.91111111,-105.4241667,5,USFS,CO,,,,b'\x00\x01\xad\x10\x00\x00\x00\xed\xf5\x8b%[Z\xc0x<\xf2I\x9ftC@\x00\xed\xf5\x8b%[Z\xc0x<\xf2I\x9ftC@|\x01\x00\x00\x00\x00\xed\xf5\x8b%[Z\xc0x<\xf2I\x9ftC@\xfe'
448,455,FS-1419849,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,96,26,BEX6,MULE,,,,,,2005,2453564.5,194,1545,1,Lightning,2453564.5,194,1617,0.1,A,34.43583333,-110.9844444,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\xd8\xa1@#\x01\xbf[\xc0\xb0m\xf5b\xc97A@\xd8\xa1@#\x01\xbf[\xc0\xb0m\xf5b\xc97A@|\x01\x00\x00\x00\xd8\xa1@#\x01\xbf[\xc0\xb0m\xf5b\xc97A@\xfe'
449,456,FS-1419850,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,14,10,BEW6,LUCKY STRIKE,,,,,,2005,2453527.5,157,1815,1,Lightning,2453527.5,157,2030,0.1,A,43.59638889,-103.5686111,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xe4e\xda\x1fd\xe4Y\xc0\xc0\x1f\x9dxV\xccE@\xe4e\xda\x1fd\xe4Y\xc0\xc0\x1f\x9dxV\xccE@|\x01\x00\x00\x00\xe4e\xda\x1fd\xe4Y\xc0\xc0\x1f\x9dxV\xccE@\xfe'
450,457,FS-1419852,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,119,34,BEX6,ASPEN CAMPGROUND,,,,,,2005,2453567.5,197,1530,1,Lightning,2453567.5,197,1641,0.1,A,34.32305556,-110.9486111,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\x9c\x84_\x0b\xb6\xbc[\xc0\xe0~t\xe2Y)A@\x9c\x84_\x0b\xb6\xbc[\xc0\xe0~t\xe2Y)A@|\x01\x00\x00\x00\x9c\x84_\x0b\xb6\xbc[\xc0\xe0~t\xe2Y)A@\xfe'
451,458,FS-1419853,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,162,44,BEX6,SMITH,,,,,,2005,2453573.5,203,1206,1,Lightning,2453573.5,203,1425,3,B,34.35361111,-110.7611111,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00\x9c\x84_\x0b\xb6\xb0[\xc0\xe8y\xfc C-A@\x9c\x84_\x0b\xb6\xb0[\xc0\xe8y\xfc C-A@|\x01\x00\x00\x00\x9c\x84_\x0b\xb6\xb0[\xc0\xe8y\xfc C-A@\xfe'
452,459,FS-1419854,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,5,MNF-695,BGJ7,CEAGO,,,,,,2005,2453576.5,206,1315,2,Equipment Use,2453576.5,206,1600,8,B,39.11222222,-122.8166667,14,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\x84\xd8GDD\xb4^\xc0pd6L]\x8eC@\x84\xd8GDD\xb4^\xc0pd6L]\x8eC@|\x01\x00\x00\x00\x84\xd8GDD\xb4^\xc0pd6L]\x8eC@\xfe'
453,460,FS-1419858,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,16,11,BEW6,NEEDLES,,,,,,2005,2453528.5,158,1445,1,Lightning,2453528.5,158,1515,0.1,A,43.81805556,-103.5894444,5,USFS,SD,33,33,Custer,"b'\x00\x01\xad\x10\x00\x00\xf8&,u\xb9\xe5Y\xc0pAj\x0b\xb6\xe8E@\xf8&,u\xb9\xe5Y\xc0pAj\x0b\xb6\xe8E@|\x01\x00\x00\x00\xf8&,u\xb9\xe5Y\xc0pAj\x0b\xb6\xe8E@\xfe'"
454,461,FS-1419859,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,10,3,B1BV,SLASH,,,,,,2005,2453572.5,202,630,2,Equipment Use,2453572.5,202,856,0.1,A,40.42666667,-121.0494444,5,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x0041\x03\x19*C^\xc0\xc0\xf8p\x03\x9d6D@41\x03\x19*C^\xc0\xc0\xf8p\x03\x9d6D@|\x01\x00\x00\x0041\x03\x19*C^\xc0\xc0\xf8p\x03\x9d6D@\xfe'
455,462,FS-1419861,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,19,12,BEW6,WHITE ELEPHANT,,,,,,2005,2453532.5,162,1600,1,Lightning,2453532.5,162,1700,0.1,A,43.66333333,-103.5886111,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xc8\xe0\xee\xcd\xab\xe5Y\xc08YG\x1b\xe8\xd4E@\xc8\xe0\xee\xcd\xab\xe5Y\xc08YG\x1b\xe8\xd4E@|\x01\x00\x00\x00\xc8\xe0\xee\xcd\xab\xe5Y\xc08YG\x1b\xe8\xd4E@\xfe'
456,463,FS-1419862,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,104,17,BEY5,ROCK,,,,,,2005,2453568.5,198,1530,1,Lightning,2453569.5,199,1727,0.25,A,35.98333333,-106.75,5,USFS,NM,43,43,Sandoval,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff\xafZ\xc0`\xb5\xd6\xdd\xdd\xfdA@\xfc\xff\xff\xff\xff\xafZ\xc0`\xb5\xd6\xdd\xdd\xfdA@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff\xafZ\xc0`\xb5\xd6\xdd\xdd\xfdA@\xfe'
457,464,FS-1419865,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,48,7,BUY5,SEVEN,,,,,,2005,2453543.5,173,800,1,Lightning,2453544.5,174,1530,0.1,A,35.94944444,-106.7155556,5,USFS,NM,43,43,Sandoval,b'\x00\x01\xad\x10\x00\x00\xf0*\x8c\xa9\xcb\xadZ\xc0\xa8\x959e\x87\xf9A@\xf0*\x8c\xa9\xcb\xadZ\xc0\xa8\x959e\x87\xf9A@|\x01\x00\x00\x00\xf0*\x8c\xa9\xcb\xadZ\xc0\xa8\x959e\x87\xf9A@\xfe'
458,465,FS-1419866,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,203,Black Hills National Forest,21,13,BVQ4,ELLIOT,,,,,,2005,2453543.5,173,1100,2,Equipment Use,2453543.5,173,1230,0.1,A,43.82083333,-103.7477778,5,USFS,SD,33,33,Custer,b'\x00\x01\xad\x10\x00\x00\xa0qU\x97\xdb\xefY\xc0\x90\xe8\t\x11\x11\xe9E@\xa0qU\x97\xdb\xefY\xc0\x90\xe8\t\x11\x11\xe9E@|\x01\x00\x00\x00\xa0qU\x97\xdb\xefY\xc0\x90\xe8\t\x11\x11\xe9E@\xfe'
459,466,FS-1419868,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,310,Santa Fe National Forest,53,8,BWK5,PASTURE,,,,,,2005,2453547.5,177,1930,4,Campfire,2453549.5,179,1200,3,B,36.43333333,-106.95,5,USFS,NM,39,39,Rio Arriba,b'\x00\x01\xad\x10\x00\x00\xcc\xcc\xcc\xcc\xcc\xbcZ\xc0\xf8Npww7B@\xcc\xcc\xcc\xcc\xcc\xbcZ\xc0\xf8Npww7B@|\x01\x00\x00\x00\xcc\xcc\xcc\xcc\xcc\xbcZ\xc0\xf8Npww7B@\xfe'
